,random_array,algorithm,time_taken
2009,287,qs1,0.0018057823181152344
2010,287,qs2,0.002290010452270508
2011,287,qs3,0.0021948814392089844
2012,287,qs4,0.0022559165954589844
2013,287,qs5,0.0021889209747314453
2014,287,merge1,0.0022182464599609375
2015,287,partition_sort,0.0010089874267578125
2016,288,qs1,0.001821756362915039
2017,288,qs2,0.002123117446899414
2018,288,qs3,0.0022068023681640625
2019,288,qs4,0.002279043197631836
2020,288,qs5,0.0021698474884033203
2021,288,merge1,0.002206087112426758
2022,288,partition_sort,0.0010097026824951172
2023,289,qs1,0.0018706321716308594
2024,289,qs2,0.002186298370361328
2025,289,qs3,0.0024220943450927734
2026,289,qs4,0.0022149085998535156
2027,289,qs5,0.002172231674194336
2028,289,merge1,0.002192974090576172
2029,289,partition_sort,0.001032114028930664
2030,290,qs1,0.0018131732940673828
2031,290,qs2,0.0022668838500976562
2032,290,qs3,0.002187013626098633
2033,290,qs4,0.0022530555725097656
2034,290,qs5,0.002177715301513672
2035,290,merge1,0.0021860599517822266
2036,290,partition_sort,0.0010068416595458984
2037,291,qs1,0.001867055892944336
2038,291,qs2,0.002295970916748047
2039,291,qs3,0.0022089481353759766
2040,291,qs4,0.002190113067626953
2041,291,qs5,0.0022017955780029297
2042,291,merge1,0.0022110939025878906
2043,291,partition_sort,0.0010068416595458984
2044,292,qs1,0.001809835433959961
2045,292,qs2,0.0022268295288085938
2046,292,qs3,0.002229928970336914
2047,292,qs4,0.0021097660064697266
2048,292,qs5,0.00214385986328125
2049,292,merge1,0.0021729469299316406
2050,292,partition_sort,0.0010101795196533203
2051,293,qs1,0.001809835433959961
2052,293,qs2,0.0022771358489990234
2053,293,qs3,0.002156972885131836
2054,293,qs4,0.0024149417877197266
2055,293,qs5,0.002249002456665039
2056,293,merge1,0.002187967300415039
2057,293,partition_sort,0.0010187625885009766
2058,294,qs1,0.0018489360809326172
2059,294,qs2,0.0023059844970703125
2060,294,qs3,0.0022389888763427734
2061,294,qs4,0.0023801326751708984
2062,294,qs5,0.0021190643310546875
2063,294,merge1,0.0022149085998535156
2064,294,partition_sort,0.0010068416595458984
2065,295,qs1,0.0018270015716552734
2066,295,qs2,0.0023040771484375
2067,295,qs3,0.0022869110107421875
2068,295,qs4,0.0023009777069091797
2069,295,qs5,0.0026149749755859375
2070,295,merge1,0.0028290748596191406
2071,295,partition_sort,0.0011401176452636719
2072,296,qs1,0.0033631324768066406
2073,296,qs2,0.0022242069244384766
2074,296,qs3,0.0023899078369140625
2075,296,qs4,0.002312898635864258
2076,296,qs5,0.0022847652435302734
2077,296,merge1,0.0023250579833984375
2078,296,partition_sort,0.0010688304901123047
2079,297,qs1,0.001977205276489258
2080,297,qs2,0.0023419857025146484
2081,297,qs3,0.0022330284118652344
2082,297,qs4,0.0024051666259765625
2083,297,qs5,0.0022780895233154297
2084,297,merge1,0.002245187759399414
2085,297,partition_sort,0.0010898113250732422
2086,298,qs1,0.0018329620361328125
2087,298,qs2,0.002131938934326172
2088,298,qs3,0.0022389888763427734
2089,298,qs4,0.002279043197631836
2090,298,qs5,0.002172231674194336
2091,298,merge1,0.0022509098052978516
2092,298,partition_sort,0.0010051727294921875
2093,299,qs1,0.0017879009246826172
2094,299,qs2,0.002309083938598633
2095,299,qs3,0.002299070358276367
2096,299,qs4,0.0024819374084472656
2097,299,qs5,0.002306222915649414
2098,299,merge1,0.00220489501953125
2099,299,partition_sort,0.001043081283569336
2100,300,qs1,0.0019099712371826172
2101,300,qs2,0.0023899078369140625
2102,300,qs3,0.002360105514526367
2103,300,qs4,0.0023910999298095703
2104,300,qs5,0.0021982192993164062
2105,300,merge1,0.0022249221801757812
2106,300,partition_sort,0.00102996826171875
2107,301,qs1,0.0019381046295166016
2108,301,qs2,0.0023009777069091797
2109,301,qs3,0.0022690296173095703
2110,301,qs4,0.002323150634765625
2111,301,qs5,0.002373218536376953
2112,301,merge1,0.0021812915802001953
2113,301,partition_sort,0.0010149478912353516
2114,302,qs1,0.0018460750579833984
2115,302,qs2,0.0021970272064208984
2116,302,qs3,0.002246856689453125
2117,302,qs4,0.002321958541870117
2118,302,qs5,0.0021910667419433594
2119,302,merge1,0.0021691322326660156
2120,302,partition_sort,0.0010170936584472656
2121,303,qs1,0.0018181800842285156
2122,303,qs2,0.0021920204162597656
2123,303,qs3,0.00226593017578125
2124,303,qs4,0.002173900604248047
2125,303,qs5,0.0021419525146484375
2126,303,merge1,0.002187967300415039
2127,303,partition_sort,0.0010080337524414062
2128,304,qs1,0.0018849372863769531
2129,304,qs2,0.0021028518676757812
2130,304,qs3,0.002234220504760742
2131,304,qs4,0.0024187564849853516
2132,304,qs5,0.0021982192993164062
2133,304,merge1,0.0021669864654541016
2134,304,partition_sort,0.0010089874267578125
2135,305,qs1,0.0018818378448486328
2136,305,qs2,0.002221822738647461
2137,305,qs3,0.0022318363189697266
2138,305,qs4,0.002179861068725586
2139,305,qs5,0.0022039413452148438
2140,305,merge1,0.0021920204162597656
2141,305,partition_sort,0.001008749008178711
2142,306,qs1,0.0017440319061279297
2143,306,qs2,0.002318859100341797
2144,306,qs3,0.0022389888763427734
2145,306,qs4,0.002201080322265625
2146,306,qs5,0.0022411346435546875
2147,306,merge1,0.0021948814392089844
2148,306,partition_sort,0.0010149478912353516
2149,307,qs1,0.0018239021301269531
2150,307,qs2,0.0021860599517822266
2151,307,qs3,0.0022101402282714844
2152,307,qs4,0.0022749900817871094
2153,307,qs5,0.002232074737548828
2154,307,merge1,0.002164125442504883
2155,307,partition_sort,0.0010149478912353516
2156,308,qs1,0.0018839836120605469
2157,308,qs2,0.002213001251220703
2158,308,qs3,0.002257108688354492
2159,308,qs4,0.0021719932556152344
2160,308,qs5,0.0022721290588378906
2161,308,merge1,0.002218961715698242
2162,308,partition_sort,0.0010027885437011719
2163,309,qs1,0.0018749237060546875
2164,309,qs2,0.0022377967834472656
2165,309,qs3,0.0021228790283203125
2166,309,qs4,0.0022211074829101562
2167,309,qs5,0.0022220611572265625
2168,309,merge1,0.002203226089477539
2169,309,partition_sort,0.0010082721710205078
2170,310,qs1,0.0018010139465332031
2171,310,qs2,0.0022912025451660156
2172,310,qs3,0.002279996871948242
2173,310,qs4,0.0024852752685546875
2174,310,qs5,0.0021779537200927734
2175,310,merge1,0.002190113067626953
2176,310,partition_sort,0.0010230541229248047
2177,311,qs1,0.001850128173828125
2178,311,qs2,0.0021469593048095703
2179,311,qs3,0.00220489501953125
2180,311,qs4,0.002192974090576172
2181,311,qs5,0.002141237258911133
2182,311,merge1,0.002187967300415039
2183,311,partition_sort,0.0010111331939697266
2184,312,qs1,0.0018658638000488281
2185,312,qs2,0.002286195755004883
2186,312,qs3,0.002376079559326172
2187,312,qs4,0.0024480819702148438
2188,312,qs5,0.002203226089477539
2189,312,merge1,0.0021598339080810547
2190,312,partition_sort,0.0010080337524414062
2191,313,qs1,0.0018410682678222656
2192,313,qs2,0.0022749900817871094
2193,313,qs3,0.0021791458129882812
2194,313,qs4,0.0022771358489990234
2195,313,qs5,0.0022020339965820312
2196,313,merge1,0.002207040786743164
2197,313,partition_sort,0.0010089874267578125
2198,314,qs1,0.00180816650390625
2199,314,qs2,0.0021686553955078125
2200,314,qs3,0.002210855484008789
2201,314,qs4,0.0022919178009033203
2202,314,qs5,0.002167940139770508
2203,314,merge1,0.0021758079528808594
2204,314,partition_sort,0.0010051727294921875
2205,315,qs1,0.0017790794372558594
2206,315,qs2,0.0022041797637939453
2207,315,qs3,0.0022821426391601562
2208,315,qs4,0.0022640228271484375
2209,315,qs5,0.002086162567138672
2210,315,merge1,0.0021910667419433594
2211,315,partition_sort,0.0010302066802978516
2212,316,qs1,0.0018320083618164062
2213,316,qs2,0.002122163772583008
2214,316,qs3,0.002293109893798828
2215,316,qs4,0.0023190975189208984
2216,316,qs5,0.0022919178009033203
2217,316,merge1,0.002180814743041992
2218,316,partition_sort,0.0010118484497070312
2219,317,qs1,0.0017979145050048828
2220,317,qs2,0.0022411346435546875
2221,317,qs3,0.0022249221801757812
2222,317,qs4,0.0021920204162597656
2223,317,qs5,0.0021800994873046875
2224,317,merge1,0.0021750926971435547
2225,317,partition_sort,0.0010199546813964844
2226,318,qs1,0.0018267631530761719
2227,318,qs2,0.0022220611572265625
2228,318,qs3,0.0021882057189941406
2229,318,qs4,0.0023717880249023438
2230,318,qs5,0.002157926559448242
2231,318,merge1,0.0021822452545166016
2232,318,partition_sort,0.001013040542602539
2233,319,qs1,0.001811981201171875
2234,319,qs2,0.002183198928833008
2235,319,qs3,0.0021991729736328125
2236,319,qs4,0.0023288726806640625
2237,319,qs5,0.0023279190063476562
2238,319,merge1,0.0021610260009765625
2239,319,partition_sort,0.0010156631469726562
2240,320,qs1,0.001798868179321289
2241,320,qs2,0.002215862274169922
2242,320,qs3,0.002276897430419922
2243,320,qs4,0.002370119094848633
2244,320,qs5,0.002240896224975586
2245,320,merge1,0.002187013626098633
2246,320,partition_sort,0.0010058879852294922
2247,321,qs1,0.0018150806427001953
2248,321,qs2,0.002315044403076172
2249,321,qs3,0.0022878646850585938
2250,321,qs4,0.0021011829376220703
2251,321,qs5,0.0021729469299316406
2252,321,merge1,0.002154827117919922
2253,321,partition_sort,0.0010068416595458984
2254,322,qs1,0.0019178390502929688
2255,322,qs2,0.002178192138671875
2256,322,qs3,0.0022780895233154297
2257,322,qs4,0.0021898746490478516
2258,322,qs5,0.002153158187866211
2259,322,merge1,0.0022068023681640625
2260,322,partition_sort,0.0010101795196533203
2261,323,qs1,0.0017960071563720703
2262,323,qs2,0.002149820327758789
2263,323,qs3,0.0021932125091552734
2264,323,qs4,0.0021979808807373047
2265,323,qs5,0.002155780792236328
2266,323,merge1,0.0022089481353759766
2267,323,partition_sort,0.0010228157043457031
2268,324,qs1,0.0017850399017333984
2269,324,qs2,0.0021979808807373047
2270,324,qs3,0.002229928970336914
2271,324,qs4,0.002292156219482422
2272,324,qs5,0.0021758079528808594
2273,324,merge1,0.0021991729736328125
2274,324,partition_sort,0.0010056495666503906
2275,325,qs1,0.0019240379333496094
2276,325,qs2,0.002218008041381836
2277,325,qs3,0.002209901809692383
2278,325,qs4,0.002465963363647461
2279,325,qs5,0.0021407604217529297
2280,325,merge1,0.002176046371459961
2281,325,partition_sort,0.0010199546813964844
2282,326,qs1,0.0018508434295654297
2283,326,qs2,0.002161741256713867
2284,326,qs3,0.0021698474884033203
2285,326,qs4,0.002145051956176758
2286,326,qs5,0.002160787582397461
2287,326,merge1,0.002165079116821289
2288,326,partition_sort,0.0010492801666259766
2289,327,qs1,0.0018901824951171875
2290,327,qs2,0.002274036407470703
2291,327,qs3,0.0021889209747314453
2292,327,qs4,0.002443075180053711
2293,327,qs5,0.0021288394927978516
2294,327,merge1,0.002210855484008789
2295,327,partition_sort,0.0010111331939697266
2296,328,qs1,0.00179290771484375
2297,328,qs2,0.002193927764892578
2298,328,qs3,0.002290964126586914
2299,328,qs4,0.002218008041381836
2300,328,qs5,0.002106904983520508
2301,328,merge1,0.002145051956176758
2302,328,partition_sort,0.000993967056274414
2303,329,qs1,0.0017771720886230469
2304,329,qs2,0.002134084701538086
2305,329,qs3,0.0022122859954833984
2306,329,qs4,0.0023729801177978516
2307,329,qs5,0.0021440982818603516
2308,329,merge1,0.0021970272064208984
2309,329,partition_sort,0.0010030269622802734
2310,330,qs1,0.0019140243530273438
2311,330,qs2,0.002115011215209961
2312,330,qs3,0.0022482872009277344
2313,330,qs4,0.0023276805877685547
2314,330,qs5,0.0021331310272216797
2315,330,merge1,0.002193927764892578
2316,330,partition_sort,0.001007080078125
2317,331,qs1,0.0018270015716552734
2318,331,qs2,0.0021948814392089844
2319,331,qs3,0.002301931381225586
2320,331,qs4,0.002290010452270508
2321,331,qs5,0.0022411346435546875
2322,331,merge1,0.0021712779998779297
2323,331,partition_sort,0.0010039806365966797
2324,332,qs1,0.0017490386962890625
2325,332,qs2,0.002148866653442383
2326,332,qs3,0.0021970272064208984
2327,332,qs4,0.0022897720336914062
2328,332,qs5,0.0021691322326660156
2329,332,merge1,0.002187967300415039
2330,332,partition_sort,0.0010039806365966797
2331,333,qs1,0.0018689632415771484
2332,333,qs2,0.002164125442504883
2333,333,qs3,0.002276182174682617
2334,333,qs4,0.002368927001953125
2335,333,qs5,0.0022208690643310547
2336,333,merge1,0.0021810531616210938
2337,333,partition_sort,0.0010018348693847656
2338,334,qs1,0.00185394287109375
2339,334,qs2,0.002151012420654297
2340,334,qs3,0.002196073532104492
2341,334,qs4,0.002460956573486328
2342,334,qs5,0.002209901809692383
2343,334,merge1,0.0022079944610595703
2344,334,partition_sort,0.001009225845336914
2345,335,qs1,0.0018553733825683594
2346,335,qs2,0.002192974090576172
2347,335,qs3,0.0021920204162597656
2348,335,qs4,0.0022711753845214844
2349,335,qs5,0.0021970272064208984
2350,335,merge1,0.00215911865234375
2351,335,partition_sort,0.0010068416595458984
2352,336,qs1,0.0018138885498046875
2353,336,qs2,0.002168893814086914
2354,336,qs3,0.0023469924926757812
2355,336,qs4,0.002232074737548828
2356,336,qs5,0.002173900604248047
2357,336,merge1,0.002112150192260742
2358,336,partition_sort,0.0010221004486083984
2359,337,qs1,0.0017518997192382812
2360,337,qs2,0.002293109893798828
2361,337,qs3,0.0021162033081054688
2362,337,qs4,0.0022699832916259766
2363,337,qs5,0.0020961761474609375
2364,337,merge1,0.002151966094970703
2365,337,partition_sort,0.0010068416595458984
2366,338,qs1,0.0017478466033935547
2367,338,qs2,0.002162933349609375
2368,338,qs3,0.002225160598754883
2369,338,qs4,0.002279043197631836
2370,338,qs5,0.0022361278533935547
2371,338,merge1,0.0021190643310546875
2372,338,partition_sort,0.0010023117065429688
2373,339,qs1,0.001847982406616211
2374,339,qs2,0.0022459030151367188
2375,339,qs3,0.002251148223876953
2376,339,qs4,0.0022869110107421875
2377,339,qs5,0.0022199153900146484
2378,339,merge1,0.002130270004272461
2379,339,partition_sort,0.0010080337524414062
2380,340,qs1,0.0018010139465332031
2381,340,qs2,0.002231121063232422
2382,340,qs3,0.0022351741790771484
2383,340,qs4,0.002313375473022461
2384,340,qs5,0.0021920204162597656
2385,340,merge1,0.002131223678588867
2386,340,partition_sort,0.0010068416595458984
2387,341,qs1,0.0018680095672607422
2388,341,qs2,0.0021750926971435547
2389,341,qs3,0.0023250579833984375
2390,341,qs4,0.002624988555908203
2391,341,qs5,0.0023031234741210938
2392,341,merge1,0.002174854278564453
2393,341,partition_sort,0.0010099411010742188
2394,342,qs1,0.001773834228515625
2395,342,qs2,0.002254009246826172
2396,342,qs3,0.0022611618041992188
2397,342,qs4,0.0022439956665039062
2398,342,qs5,0.002202272415161133
2399,342,merge1,0.002132892608642578
2400,342,partition_sort,0.0010051727294921875
2401,343,qs1,0.001766204833984375
2402,343,qs2,0.002279996871948242
2403,343,qs3,0.002301931381225586
2404,343,qs4,0.0021669864654541016
2405,343,qs5,0.0021538734436035156
2406,343,merge1,0.0021140575408935547
2407,343,partition_sort,0.0010051727294921875
2408,344,qs1,0.0017948150634765625
2409,344,qs2,0.002191305160522461
2410,344,qs3,0.0022859573364257812
2411,344,qs4,0.002249002456665039
2412,344,qs5,0.002273082733154297
2413,344,merge1,0.002198934555053711
2414,344,partition_sort,0.0010368824005126953
2415,345,qs1,0.0018808841705322266
2416,345,qs2,0.0023317337036132812
2417,345,qs3,0.002195119857788086
2418,345,qs4,0.0024840831756591797
2419,345,qs5,0.0022230148315429688
2420,345,merge1,0.0022041797637939453
2421,345,partition_sort,0.0010247230529785156
2422,346,qs1,0.00185394287109375
2423,346,qs2,0.0022068023681640625
2424,346,qs3,0.002145051956176758
2425,346,qs4,0.002396821975708008
2426,346,qs5,0.0022001266479492188
2427,346,merge1,0.0021219253540039062
2428,346,partition_sort,0.0010128021240234375
2429,347,qs1,0.001878976821899414
2430,347,qs2,0.0021622180938720703
2431,347,qs3,0.002135753631591797
2432,347,qs4,0.002279043197631836
2433,347,qs5,0.0022361278533935547
2434,347,merge1,0.0021359920501708984
2435,347,partition_sort,0.0010080337524414062
2436,348,qs1,0.0018291473388671875
2437,348,qs2,0.002137899398803711
2438,348,qs3,0.0022819042205810547
2439,348,qs4,0.0023229122161865234
2440,348,qs5,0.002119302749633789
2441,348,merge1,0.002157926559448242
2442,348,partition_sort,0.0010077953338623047
2443,349,qs1,0.0017199516296386719
2444,349,qs2,0.002185821533203125
2445,349,qs3,0.002218008041381836
2446,349,qs4,0.0024030208587646484
2447,349,qs5,0.0021538734436035156
2448,349,merge1,0.0021347999572753906
2449,349,partition_sort,0.0010330677032470703
2450,350,qs1,0.0017948150634765625
2451,350,qs2,0.002251863479614258
2452,350,qs3,0.0023796558380126953
2453,350,qs4,0.0024819374084472656
2454,350,qs5,0.002273082733154297
2455,350,merge1,0.002130270004272461
2456,350,partition_sort,0.0010120868682861328
2457,351,qs1,0.0018210411071777344
2458,351,qs2,0.0022268295288085938
2459,351,qs3,0.0021669864654541016
2460,351,qs4,0.002249002456665039
2461,351,qs5,0.0022389888763427734
2462,351,merge1,0.002146005630493164
2463,351,partition_sort,0.001026153564453125
2464,352,qs1,0.0017921924591064453
2465,352,qs2,0.002164125442504883
2466,352,qs3,0.0021898746490478516
2467,352,qs4,0.002360105514526367
2468,352,qs5,0.0021800994873046875
2469,352,merge1,0.002189159393310547
2470,352,partition_sort,0.0010089874267578125
2471,353,qs1,0.0018618106842041016
2472,353,qs2,0.002145051956176758
2473,353,qs3,0.002112150192260742
2474,353,qs4,0.0026731491088867188
2475,353,qs5,0.0021958351135253906
2476,353,merge1,0.002177000045776367
2477,353,partition_sort,0.0010077953338623047
2478,354,qs1,0.0018351078033447266
2479,354,qs2,0.0021669864654541016
2480,354,qs3,0.0022728443145751953
2481,354,qs4,0.0023500919342041016
2482,354,qs5,0.002157926559448242
2483,354,merge1,0.0021250247955322266
2484,354,partition_sort,0.001009225845336914
2485,355,qs1,0.0017790794372558594
2486,355,qs2,0.002151012420654297
2487,355,qs3,0.0022199153900146484
2488,355,qs4,0.002248048782348633
2489,355,qs5,0.0021257400512695312
2490,355,merge1,0.0021240711212158203
2491,355,partition_sort,0.0010068416595458984
2492,356,qs1,0.0017580986022949219
2493,356,qs2,0.002264738082885742
2494,356,qs3,0.002228260040283203
2495,356,qs4,0.0023620128631591797
2496,356,qs5,0.002218961715698242
2497,356,merge1,0.0021278858184814453
2498,356,partition_sort,0.0010068416595458984
2499,357,qs1,0.0017690658569335938
2500,357,qs2,0.0022749900817871094
2501,357,qs3,0.0022330284118652344
2502,357,qs4,0.0022430419921875
2503,357,qs5,0.002256155014038086
2504,357,merge1,0.002154111862182617
2505,357,partition_sort,0.001013040542602539
2506,358,qs1,0.0019121170043945312
2507,358,qs2,0.0022149085998535156
2508,358,qs3,0.002196073532104492
2509,358,qs4,0.0022249221801757812
2510,358,qs5,0.0021979808807373047
2511,358,merge1,0.0021681785583496094
2512,358,partition_sort,0.0010199546813964844
2513,359,qs1,0.0018301010131835938
2514,359,qs2,0.0021839141845703125
2515,359,qs3,0.0022461414337158203
2516,359,qs4,0.002215862274169922
2517,359,qs5,0.002154111862182617
2518,359,merge1,0.002118825912475586
2519,359,partition_sort,0.0010149478912353516
2520,360,qs1,0.001825094223022461
2521,360,qs2,0.0023260116577148438
2522,360,qs3,0.0022449493408203125
2523,360,qs4,0.0023488998413085938
2524,360,qs5,0.002216339111328125
2525,360,merge1,0.0021588802337646484
2526,360,partition_sort,0.0010118484497070312
2527,361,qs1,0.0018241405487060547
2528,361,qs2,0.0022001266479492188
2529,361,qs3,0.0022318363189697266
2530,361,qs4,0.0024797916412353516
2531,361,qs5,0.0022199153900146484
2532,361,merge1,0.0021550655364990234
2533,361,partition_sort,0.001008749008178711
2534,362,qs1,0.0018198490142822266
2535,362,qs2,0.002271890640258789
2536,362,qs3,0.002328157424926758
2537,362,qs4,0.002225160598754883
2538,362,qs5,0.002192974090576172
2539,362,merge1,0.002129793167114258
2540,362,partition_sort,0.0010118484497070312
2541,363,qs1,0.0018110275268554688
2542,363,qs2,0.0021750926971435547
2543,363,qs3,0.002186298370361328
2544,363,qs4,0.0021848678588867188
2545,363,qs5,0.002174854278564453
2546,363,merge1,0.0021522045135498047
2547,363,partition_sort,0.001013040542602539
2548,364,qs1,0.0019180774688720703
2549,364,qs2,0.002190113067626953
2550,364,qs3,0.002218961715698242
2551,364,qs4,0.0026521682739257812
2552,364,qs5,0.002131938934326172
2553,364,merge1,0.002112150192260742
2554,364,partition_sort,0.001020193099975586
2555,365,qs1,0.0018880367279052734
2556,365,qs2,0.002196073532104492
2557,365,qs3,0.0022149085998535156
2558,365,qs4,0.0024051666259765625
2559,365,qs5,0.0021309852600097656
2560,365,merge1,0.0020999908447265625
2561,365,partition_sort,0.0010128021240234375
2562,366,qs1,0.0018188953399658203
2563,366,qs2,0.002237081527709961
2564,366,qs3,0.0021638870239257812
2565,366,qs4,0.0024766921997070312
2566,366,qs5,0.002226114273071289
2567,366,merge1,0.002146005630493164
2568,366,partition_sort,0.0010120868682861328
2569,367,qs1,0.001771688461303711
2570,367,qs2,0.0022878646850585938
2571,367,qs3,0.0022361278533935547
2572,367,qs4,0.0023488998413085938
2573,367,qs5,0.0021991729736328125
2574,367,merge1,0.0021381378173828125
2575,367,partition_sort,0.0010082721710205078
2576,368,qs1,0.0018229484558105469
2577,368,qs2,0.0022437572479248047
2578,368,qs3,0.002296924591064453
2579,368,qs4,0.0022687911987304688
2580,368,qs5,0.002173900604248047
2581,368,merge1,0.002131223678588867
2582,368,partition_sort,0.0010089874267578125
2583,369,qs1,0.0018210411071777344
2584,369,qs2,0.0022640228271484375
2585,369,qs3,0.0022051334381103516
2586,369,qs4,0.002129793167114258
2587,369,qs5,0.0022139549255371094
2588,369,merge1,0.0021162033081054688
2589,369,partition_sort,0.0010101795196533203
2590,370,qs1,0.001821279525756836
2591,370,qs2,0.002357006072998047
2592,370,qs3,0.0021691322326660156
2593,370,qs4,0.002168893814086914
2594,370,qs5,0.0022110939025878906
2595,370,merge1,0.0021147727966308594
2596,370,partition_sort,0.0010077953338623047
2597,371,qs1,0.0018160343170166016
2598,371,qs2,0.002218961715698242
2599,371,qs3,0.002279996871948242
2600,371,qs4,0.002468109130859375
2601,371,qs5,0.002207040786743164
2602,371,merge1,0.0021467208862304688
2603,371,partition_sort,0.0010039806365966797
2604,372,qs1,0.001850128173828125
2605,372,qs2,0.002129793167114258
2606,372,qs3,0.002207040786743164
2607,372,qs4,0.0024657249450683594
2608,372,qs5,0.002232074737548828
2609,372,merge1,0.0021393299102783203
2610,372,partition_sort,0.0010190010070800781
2611,373,qs1,0.0018036365509033203
2612,373,qs2,0.0022401809692382812
2613,373,qs3,0.002269744873046875
2614,373,qs4,0.002249002456665039
2615,373,qs5,0.0021669864654541016
2616,373,merge1,0.002122163772583008
2617,373,partition_sort,0.0010077953338623047
2618,374,qs1,0.0018558502197265625
2619,374,qs2,0.002176046371459961
2620,374,qs3,0.0022478103637695312
2621,374,qs4,0.002134084701538086
2622,374,qs5,0.0022122859954833984
2623,374,merge1,0.0021469593048095703
2624,374,partition_sort,0.0010101795196533203
2625,375,qs1,0.0018122196197509766
2626,375,qs2,0.0021398067474365234
2627,375,qs3,0.002337217330932617
2628,375,qs4,0.0024051666259765625
2629,375,qs5,0.0022611618041992188
2630,375,merge1,0.0021178722381591797
2631,375,partition_sort,0.001032114028930664
2632,376,qs1,0.0017719268798828125
2633,376,qs2,0.002218961715698242
2634,376,qs3,0.002254009246826172
2635,376,qs4,0.002273082733154297
2636,376,qs5,0.002187967300415039
2637,376,merge1,0.002131938934326172
2638,376,partition_sort,0.001010894775390625
2639,377,qs1,0.0018358230590820312
2640,377,qs2,0.002191781997680664
2641,377,qs3,0.002184152603149414
2642,377,qs4,0.0023648738861083984
2643,377,qs5,0.00208282470703125
2644,377,merge1,0.0021238327026367188
2645,377,partition_sort,0.0010111331939697266
2646,378,qs1,0.0018270015716552734
2647,378,qs2,0.002171754837036133
2648,378,qs3,0.0023660659790039062
2649,378,qs4,0.0021119117736816406
2650,378,qs5,0.002207040786743164
2651,378,merge1,0.0021550655364990234
2652,378,partition_sort,0.0010080337524414062
2653,379,qs1,0.0018639564514160156
2654,379,qs2,0.0023870468139648438
2655,379,qs3,0.0022950172424316406
2656,379,qs4,0.0025789737701416016
2657,379,qs5,0.002259969711303711
2658,379,merge1,0.0021190643310546875
2659,379,partition_sort,0.0010411739349365234
2660,380,qs1,0.0017528533935546875
2661,380,qs2,0.002245187759399414
2662,380,qs3,0.0022249221801757812
2663,380,qs4,0.002405881881713867
2664,380,qs5,0.002173900604248047
2665,380,merge1,0.0021240711212158203
2666,380,partition_sort,0.001010894775390625
2667,381,qs1,0.001911163330078125
2668,381,qs2,0.0022411346435546875
2669,381,qs3,0.0022127628326416016
2670,381,qs4,0.0022678375244140625
2671,381,qs5,0.0022237300872802734
2672,381,merge1,0.0021409988403320312
2673,381,partition_sort,0.0010080337524414062
2674,382,qs1,0.0018897056579589844
2675,382,qs2,0.002264261245727539
2676,382,qs3,0.002208709716796875
2677,382,qs4,0.002257823944091797
2678,382,qs5,0.0021648406982421875
2679,382,merge1,0.0021810531616210938
2680,382,partition_sort,0.0011000633239746094
2681,383,qs1,0.0018200874328613281
2682,383,qs2,0.0022020339965820312
2683,383,qs3,0.0022711753845214844
2684,383,qs4,0.0022008419036865234
2685,383,qs5,0.0021779537200927734
2686,383,merge1,0.0020780563354492188
2687,383,partition_sort,0.0009937286376953125
2688,384,qs1,0.0016560554504394531
2689,384,qs2,0.002106904983520508
2690,384,qs3,0.002076387405395508
2691,384,qs4,0.0022051334381103516
2692,384,qs5,0.0023059844970703125
2693,384,merge1,0.002093076705932617
2694,384,partition_sort,0.0009899139404296875
2695,385,qs1,0.0017879009246826172
2696,385,qs2,0.002151966094970703
2697,385,qs3,0.002198934555053711
2698,385,qs4,0.0021822452545166016
2699,385,qs5,0.002226114273071289
2700,385,merge1,0.0021529197692871094
2701,385,partition_sort,0.001007080078125
2702,386,qs1,0.0017910003662109375
2703,386,qs2,0.002162933349609375
2704,386,qs3,0.00222015380859375
2705,386,qs4,0.0023419857025146484
2706,386,qs5,0.0021562576293945312
2707,386,merge1,0.0021789073944091797
2708,386,partition_sort,0.0010128021240234375
2709,387,qs1,0.0018258094787597656
2710,387,qs2,0.002207040786743164
2711,387,qs3,0.0022640228271484375
2712,387,qs4,0.002482891082763672
2713,387,qs5,0.0021619796752929688
2714,387,merge1,0.0021440982818603516
2715,387,partition_sort,0.0010418891906738281
2716,388,qs1,0.0018608570098876953
2717,388,qs2,0.0021333694458007812
2718,388,qs3,0.0022649765014648438
2719,388,qs4,0.002402067184448242
2720,388,qs5,0.0021829605102539062
2721,388,merge1,0.0021381378173828125
2722,388,partition_sort,0.0010280609130859375
2723,389,qs1,0.0018341541290283203
2724,389,qs2,0.0022449493408203125
2725,389,qs3,0.0021882057189941406
2726,389,qs4,0.002218961715698242
2727,389,qs5,0.0022258758544921875
2728,389,merge1,0.002134084701538086
2729,389,partition_sort,0.001013040542602539
2730,390,qs1,0.0018029212951660156
2731,390,qs2,0.0022270679473876953
2732,390,qs3,0.002276182174682617
2733,390,qs4,0.0021991729736328125
2734,390,qs5,0.0021958351135253906
2735,390,merge1,0.002126932144165039
2736,390,partition_sort,0.0010159015655517578
2737,391,qs1,0.0018339157104492188
2738,391,qs2,0.0022830963134765625
2739,391,qs3,0.00222015380859375
2740,391,qs4,0.002310037612915039
2741,391,qs5,0.0021479129791259766
2742,391,merge1,0.002232074737548828
2743,391,partition_sort,0.0010259151458740234
2744,392,qs1,0.0019290447235107422
2745,392,qs2,0.0021271705627441406
2746,392,qs3,0.002218008041381836
2747,392,qs4,0.0022373199462890625
